id,word,moe_level,kk_phonetics,definition_zh,example_sentence,sentence_zh,cefr_level,grammar_pattern,word_count,subject_type,source,reviewed,notes
9917,piece,1,pis,(名) 塊；片；件,"If you finish this piece of cake, you can have another one.",如果你吃完這塊蛋糕，你就可以再吃一塊。,B1,conditional_1,12,common noun,Claude AI,FALSE,
9918,piecemeal,,'pisˌmil,(副) 零散地；逐一地,"The government made piecemeal changes to the policy, which confused many students.",政府對政策做了零星的修改，讓許多學生感到困惑。,A2,adv_clause,12,common noun,Claude AI,FALSE,
9919,pier,5,pɪr,(名) 碼頭；橋墩,"After the storm, the wooden pier collapsed near the beach.",暴風雨過後，木製碼頭在海灘附近倒塌了。,A2,adv_clause,10,common noun,Claude AI,FALSE,
9920,pierce,,pɪrs,(動) 刺穿；穿透,The loud noise pierced the quiet classroom during the exam.,巨大的噪音在考試期間刺穿了安靜的教室。,B1,participial,10,common noun,Claude AI,FALSE,
9921,piercing,,'pɪrsɪŋ,(形) 銳利的；刺骨的　(名) 刺穿；穿孔,Her piercing gaze made the nervous student forget his speech.,她那銳利的目光讓緊張的學生忘記了台詞。,A2,compound,10,common noun,Claude AI,FALSE,
9922,piety,,'paɪəti,(名) 虔誠；孝心,"Showing great piety, the students visited the temple every morning.",展現出極大的虔誠，學生們每天早上都去參拜寺廟。,B1,participial,10,common noun,Claude AI,FALSE,
9923,pig out,,,(片) 大吃；狼吞虎嚥,"After the final exam, the whole class decided to pig out on pizza.",期末考後，全班決定大吃披薩。,A2,adv_clause,13,common noun,Claude AI,FALSE,
9924,pig,1,pɪg,(名) 豬,The pig on the farm loves to roll in the mud.,農場上的那隻豬喜歡在泥巴裡打滾。,A2,simple,11,common noun,Claude AI,FALSE,
9925,pigeon,3,'pɪdʒən,(名) 鴿子,A white pigeon landed on the school roof this morning.,今天早上，一隻白鴿降落在學校屋頂上。,A2,compound,10,common noun,Claude AI,FALSE,
9926,pigment,,'pɪgmənt,(名) 顏料；色素,The artist mixed blue and yellow pigment to create a vivid green color.,藝術家混合藍色和黃色顏料，創造出鮮豔的綠色。,A2,compound,13,common noun,Claude AI,FALSE,
9927,pigmentation,,ˌpɪgmən'teʃən,(名) 色素沉澱；著色,Students who study the pigmentation of leaves enjoy biology class.,研究葉子色素沉澱的學生喜歡生物課。,A2,adj_clause,10,common noun,Claude AI,FALSE,
9928,pile in,,,(片) 湧入；擠進,The students pile in the bus every morning before school.,學生們每天早上上學前擠進公車。,A2,compound,10,common noun,Claude AI,FALSE,
9930,pile on,,,(片) 堆積；累積,"When the teacher assigns extra homework, the tasks pile on quickly.",當老師指派額外作業時，任務很快就堆積起來。,A2,adv_clause,11,common noun,Claude AI,FALSE,
9931,pile out,,,(片) 蜂擁而出；一擁而下,"Piling out of the bus, the students rushed toward the museum entrance.",學生們蜂擁下車，衝向博物館入口。,B1,participial,12,common noun,Claude AI,FALSE,
9933,pile,3,paɪl,(名) 堆；大量　(動) 堆積；累積,A large pile of books on the desk blocked the sunlight.,桌上的一大堆書擋住了陽光。,A2,compound,11,common noun,Claude AI,FALSE,
9934,pilgrim,6,'pɪlgrɪm,(名) 朝聖者；香客,The old pilgrim walked slowly along the dusty road.,那位年老的朝聖者沿著塵土飛揚的道路緩慢行走。,A2,simple,9,common noun,Claude AI,FALSE,
9935,pilgrimage,,'pɪlgrəmɪdʒ,,,,,,,,,,
9936,pill,3,pɪl,(名) 藥丸；藥片,The doctor advised the patient to take one pill after each meal.,醫生建議病人每餐飯後服用一顆藥丸。,A2,simple,12,common noun,Claude AI,FALSE,
9937,pillar,5,'pɪlɚ,(名) 支柱；核心人物,Education is a pillar of a strong and prosperous society.,教育是強大繁榮社會的支柱。,A2,simple,10,abstract noun,Claude AI,FALSE,
9938,pillory,,'pɪləri,(動) 公開批評；使受嘲笑　(名) 枷；示眾,The unfair policy was pilloried by many students on campus.,這項不公平的政策在校園裡受到許多學生的公開批評。,A2,simple,10,common noun,Claude AI,FALSE,
9939,pillow,2,'pɪlo,(名) 枕頭,"After a long day of study, a soft pillow helps me sleep well.",在漫長的一天學習後，柔軟的枕頭幫助我睡得好。,A2,adv_clause,13,common noun,Claude AI,FALSE,
9940,pilot,3,,(名) [ˈpaɪlət] 飛行員；領航員　(動) [pəˈlot] 駕駛；引導,The experienced pilot safely landed the plane during the storm.,那位有經驗的飛行員在暴風雨中安全地將飛機降落。,A2,compound,10,common noun,Claude AI,FALSE,
9941,pimp,,pɪmp,(動) 拉皮條；引誘　(某人) 從事非法交易,The movie's villain tried to pimp young people into the illegal trade.,這部電影的反派試圖引誘年輕人進入非法交易。,A2,compound,12,common noun,Claude AI,FALSE,
9943,pin down,,,pin down,,,,,,,,,
9944,pin on,,,(片) 把　(責任、過錯) 推給；歸咎於,The student tried to pin the blame on his classmate for the lost homework.,那名學生試圖把作業弄丟的責任推給他的同學。,A2,compound,14,common noun,Claude AI,FALSE,
9945,pin up,,,(片) 釘住；固定　(片) 釘上；張貼,The poster that the student pin up on the wall is very colorful.,學生釘在牆上的那張海報非常色彩繽紛。,A2,adj_clause,13,common noun,Claude AI,FALSE,
9946,pin,1,pɪn,(名) 別針；大頭針　(動) 別住；固定,The teacher used a pin to attach the poster to the board.,老師用一根別針把海報固定在布告欄上。,A2,compound,12,common noun,Claude AI,FALSE,
9947,pinball,,'pɪnbɔl,(名) 彈球機；彈球遊戲,"While the students were playing pinball, the teacher confiscated the machine.",當學生們在玩彈球機時，老師沒收了那台機器。,A2,adv_clause,11,common noun,Claude AI,FALSE,
9948,pinch,6,pɪntʃ,(名) 捏；掐　(動) 捏；掐,A sudden pinch on the arm warned the student to stay awake.,手臂上突然的一捏提醒那名學生保持清醒。,A2,simple,12,common noun,Claude AI,FALSE,
9949,pine away,,,(片) 因思念而消瘦；憔悴,The dog that pined away after its owner left was finally adopted.,那隻在主人離開後日漸消瘦的狗終於被領養了。,A2,adj_clause,12,common noun,Claude AI,FALSE,
9950,pine for,,,(片) 渴望；思念,Many students pine for home during the long exam preparation period.,許多學生在長期的考試準備期間思念家鄉。,B1,infinitive_purpose,11,common noun,Claude AI,FALSE,
9951,pine,3,paɪn,(動) 渴望；思念　(名) 松樹,Seldom does a student pine for homework during summer vacation.,很少有學生在暑假期間渴望寫作業。,B1-B2,inversion,10,common noun,Claude AI,FALSE,
9952,pineapple,3,'paɪnˌæpəl,(名) 鳳梨；菠蘿,My mother bought a fresh pineapple at the night market yesterday.,我媽媽昨天在夜市買了一顆新鮮的鳳梨。,A2,compound,11,common noun,Claude AI,FALSE,
9953,pinecone,,paɪn'kon,(名) 松果；松球,A pinecone fell from the tree and rolled down the hill.,一顆松果從樹上掉下來，滾下了山坡。,A2,compound,11,common noun,Claude AI,FALSE,
9954,ping-pong,,'pɪŋˌpɑŋ,(名) 乒乓球；桌球,Many students play ping-pong to relieve stress after school.,許多學生放學後打乒乓球來紓解壓力。,B1,infinitive_purpose,9,common noun,Claude AI,FALSE,
9955,pink,1,pɪŋk,(形) 粉紅色的　(名) 粉紅色　(動) 變成粉紅色,"If the sky turns pink at sunset, a clear day will follow.",如果日落時天空變成粉紅色，隔天就會是晴天。,B1,conditional_1,12,common noun,Claude AI,FALSE,
9956,pinnacle,,'pɪnəkəl,(名) 頂峰；頂點,Reaching the pinnacle of academic success requires years of hard work.,達到學業成功的頂峰需要多年的努力。,A2,compound,11,gerund,Claude AI,FALSE,
9957,pinpoint,,'pɪnpɔɪnt,(動) 精確定位；準確找出,The scientist used a new method to pinpoint the source of the pollution.,這位科學家使用一種新方法來精確定位污染源。,A2,adj_clause,13,common noun,Claude AI,FALSE,
9958,pint,3,paɪnt,(名) 品脫,A pint of milk is enough for my breakfast cereal.,一品脫的牛奶足夠我早餐的穀物麥片。,A2,adj_clause,10,common noun,Claude AI,FALSE,
9959,pioneer,4,paɪə'nɪr,(動) 開拓；倡導　(名) 先驅；開拓者,"Pioneering new teaching methods, the young teacher inspired her students.",率先採用新的教學方法，這位年輕老師啟發了她的學生。,B1,participial,10,common noun,Claude AI,FALSE,
9960,pioneering,,paɪə'nɪrɪŋ,(形) 先驅的；開創性的,The pioneering scientist who discovered the new vaccine won a national award.,那位發現新疫苗的先驅科學家贏得了國家級獎項。,A2,adj_clause,12,common noun,Claude AI,FALSE,
9961,pious,,'paɪəs,(形) 虔誠的；篤信的,Never have I met such a pious person in my life.,我一生中從未遇過如此虔誠的人。,B1-B2,inversion,11,common noun,Claude AI,FALSE,
9962,pipe down,,,(片) 安靜下來；停止說話,"When the teacher entered the classroom, the noisy students quickly piped down.",當老師走進教室時，吵鬧的學生們很快安靜下來。,A2,adv_clause,12,common noun,Claude AI,FALSE,
9963,pipe up,,,(片) 插話；突然說話,"If a student disagreed with the teacher, he would pipe up immediately.",如果有學生不同意老師的看法，他會立刻插話。,B1,conditional_2,12,common noun,Claude AI,FALSE,
9964,pipe,1,paɪp,(名) 管子；管道,The broken water pipe flooded the kitchen floor last night.,昨晚那根破掉的水管淹沒了廚房地板。,A2,compound,10,common noun,Claude AI,FALSE,
9965,piped-in music,,,(片) 傳入的音樂；背景音樂,"While students study in the library, piped-in music often plays softly in the background.",當學生在圖書館讀書時，背景經常輕輕播放著傳入的音樂。,A2,adv_clause,14,common noun,Claude AI,FALSE,
9966,pipeline,5,'paɪpˌlaɪn,(名) 管道；輸送管,The new pipeline will bring clean water to the village.,新的管道將為村莊帶來乾淨的水。,A2,simple,10,common noun,Claude AI,FALSE,
9967,pirate,5,'paɪrət,(名) 海盜；盜版者　(動) 盜版；剽竊,The police arrested the pirate who stole valuable goods from ships.,警方逮捕了那名從船上偷取貴重物品的海盜。,A2,simple,11,common noun,Claude AI,FALSE,
9968,piss,,pɪs,(動) 小便；撒尿,The angry driver got out to piss behind the tree.,憤怒的司機下車到樹後小便。,B1,infinitive_purpose,10,common noun,Claude AI,FALSE,
9969,pistachio,,pɪ'stɑʃio,(名) 開心果,"When Mary eats pistachio ice cream, she always smiles.",當瑪莉吃開心果冰淇淋時，她總是微笑。,A2,adv_clause,9,common noun,Claude AI,FALSE,
9970,pistol,,'pɪstl,(名) 手槍,The police officer carried a pistol for protection during the night patrol.,警察在夜間巡邏時攜帶手槍以自衛。,A2,compound,12,common noun,Claude AI,FALSE,
9971,pit against,,,(片) 使…對抗；使…競爭,"If the competition pits students against each other, teamwork suffers.",如果比賽讓學生互相對抗，團隊合作就會受損。,B1,conditional_1,10,common noun,Claude AI,FALSE,
9972,pit,3,pɪt,(名) 坑；洞　(動) 使…有坑；與…較量,The deep pit that the workers dug was dangerous.,工人們挖的那個深坑很危險。,A2,adj_clause,9,common noun,Claude AI,FALSE,
9973,pitch for,,,(片) 爭取；投標,"When a new project starts, the team will pitch for funding.",當一個新專案開始時，團隊會爭取資金。,A2,adv_clause,11,common noun,Claude AI,FALSE,
9974,pitch in,,,(片) 幫忙；出一份力,Everyone in the class decided to pitch in for the charity event.,班上每個人都決定為慈善活動出一份力。,A2,simple,12,common noun,Claude AI,FALSE,
9975,pitch into,,,(片) 投入；開始努力做,Many students pitch into community service to gain volunteer hours.,許多學生投入社區服務以獲得志工時數。,B1,infinitive_purpose,10,common noun,Claude AI,FALSE,
9976,pitch,3,pɪtʃ,(動) 投；拋；推銷　(名) 球場；音高；瀝青,"Having pitched his idea to the class, Mark waited nervously for their feedback.",馬克向全班推銷他的點子後，緊張地等待他們的反饋。,B1-B2,participial_perf,13,proper name,Claude AI,FALSE,
9977,pitcher,5,'pɪtʃɚ,(名) 投手；壺,The pitcher threw a fastball that surprised the batter.,投手投出一顆讓打者驚訝的快速球。,A2,simple,9,common noun,Claude AI,FALSE,
9978,pitfall,,'pɪtfɔl,(名) 陷阱；隱患,Failing to read the test instructions carefully is a common pitfall for students.,沒有仔細閱讀考試說明是學生常見的陷阱。,B1,participial,13,gerund,Claude AI,FALSE,
9979,pith,,pɪθ,(名) 核心；精髓,"If the pith of the argument were clearer, the debate would be more productive.",如果論點的核心更清楚，辯論就會更有成效。,B1,conditional_2,14,common noun,Claude AI,FALSE,
9980,pity,3,'pɪti,(名) 可惜；遺憾　(動) 同情；憐憫,It is a pity that the school canceled the field trip.,學校取消了校外教學，真是可惜。,A2,compound,11,noun clause,Claude AI,FALSE,
9981,pivotal,,'pɪvətəl,(形) 關鍵的；核心的,The professor's research played a pivotal role in climate science.,這位教授的研究在氣候科學中扮演了關鍵角色。,A2,simple,10,common noun,Claude AI,FALSE,
9982,pixel,,'pɪksəl,(名) 像素,"Although this old phone has a small screen, each pixel remains clearly visible.",雖然這支舊手機螢幕很小，但每個像素仍然清晰可見。,A2,adv_clause,13,compound noun,Claude AI,FALSE,
9983,pizza,2,'pitsə,(名) 披薩,My friends and I shared a large pizza after the exam.,我和朋友們在考試後分享了一個大披薩。,A2,simple,11,common noun,Claude AI,FALSE,
9984,placard,,'plækɑrd,(名) 標語牌；海報,"When the protest began, a student held up a placard with a clear message.",當抗議開始時，一名學生舉起了一塊帶有清晰訊息的標語牌。,A2,adv_clause,14,common noun,Claude AI,FALSE,
9986,place,1,ples,(名) 地方；位置　(動) 放置；安排,The library is a quiet place where students can study.,圖書館是一個學生可以讀書的安靜地方。,A2,adj_clause,10,common noun,Claude AI,FALSE,
9987,placement,5,plesmənt,(名) 安置；職位安排,"If the company approves your placement, you will work in the marketing department.",如果公司核准你的職位安排，你將在行銷部門工作。,B1,conditional_1,13,proper name,Claude AI,FALSE,
9988,placenta,,plə'sɛntə,(名) 胎盤,The placenta provides essential nutrients to the growing baby during pregnancy.,胎盤在懷孕期間為成長中的嬰兒提供必需的營養。,A2,simple,11,common noun,Claude AI,FALSE,
9989,placid,,'plæsɪd,(形) 平靜的；溫和的,The placid lake reflected the mountains during the quiet afternoon.,平靜的湖面在寧靜的午後映照著山巒。,A2,adv_clause,10,common noun,Claude AI,FALSE,
9990,plagiarism,,'pledʒəˌrɪzəm,(名) 剽竊；抄襲,Many students use online sources to avoid plagiarism in their essays.,許多學生使用線上資源以避免在論文中剽竊。,B1,infinitive_purpose,11,common noun,Claude AI,FALSE,
9991,plagiarize,,'pledʒəˌraɪz,(動) 抄襲；剽竊,"If a student plagiarizes, the teacher will fail the assignment.",如果學生抄襲，老師會給該作業不及格。,B1,conditional_1,10,common noun,Claude AI,FALSE,
9992,plague,6,pleɡ,(名) 瘟疫；災害　(動) 折磨；使苦惱,A plague of mosquitoes ruined our outdoor picnic last weekend.,上週末，一大群蚊子毀了我們的戶外野餐。,A2,compound,10,common noun,Claude AI,FALSE,
9993,plaid,,plæd,(名) 格子布；格子圖案　(形) 格子花的,The plaid shirt that my brother bought is very warm.,我哥哥買的那件格子襯衫非常保暖。,A2,adj_clause,10,common noun,Claude AI,FALSE,
9994,plain,2,plen,(形) 樸素的；清楚的,The design of the school uniform is plain but practical for students.,學校制服的設計樸素但對學生來說很實用。,A2,adj_clause,12,common noun,Claude AI,FALSE,
9995,plan,1,plæn,(名) 計畫；方案　(動) 計劃；打算,Seldom does a good plan fail without a reason.,一個好的計畫很少沒有理由就失敗。,B1-B2,inversion,9,common noun,Claude AI,FALSE,
9996,plane,1,plen,(名) 飛機；平面　(動) 刨平；滑翔,The plane took off from Taipei at eight in the morning.,飛機在早上八點從台北起飛。,A2,compound,11,common noun,Claude AI,FALSE,
9997,planet,1,'plænɪt,(名) 行星；地球,Our planet needs more people to protect the environment.,我們的地球需要更多人保護環境。,A2,simple,9,common noun,Claude AI,FALSE,
9998,planetarium,,ˌplænə'tɛriəm,(名) 天文館；天象館,The class visited the planetarium to learn about stars and planets.,全班參觀天文館，學習有關恆星和行星的知識。,A2,compound,11,common noun,Claude AI,FALSE,
9999,planetary,,'plænəˌtɛri,(形) 行星的,The planetary alignment will be visible through a telescope tonight.,行星排列今晚將可透過望遠鏡看見。,A2,compound,10,common noun,Claude AI,FALSE,
10000,plant out,,,(片) 移植,The gardening club plans to plant out the seedlings this weekend.,園藝社團計畫這週末移植幼苗。,A2,simple,11,common noun,Claude AI,FALSE,
10001,plant,1,plænt,(名) 植物　(動) 種植,Never before has a single plant grown so fast in this garden.,這座花園裡從未有過一棵植物長得這麼快。,B1-B2,inversion,12,common noun,Claude AI,FALSE,
10002,plantation,6,ˌplæn'teʃən,(名) 種植園；殖民地；大農場,"Having visited the old plantation, the students wrote a report on its history.",參觀過那座古老的種植園後，學生們寫了一份關於其歷史的報告。,B1-B2,participial_perf,13,common noun,Claude AI,FALSE,
10003,plaque,,plæk,(名) 牙菌斑；匾額；紀念牌,The dentist removed the plaque that had built up on my teeth.,牙醫清除了堆積在我牙齒上的牙菌斑。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10004,plaster,,plæstɚ,(動) 塗抹；貼滿　(名) 石膏；灰泥,"Before the art competition, the student plastered the classroom walls with colorful posters.",在藝術比賽前，那名學生用彩色海報貼滿了教室牆壁。,A2,adv_clause,13,common noun,Claude AI,FALSE,
10005,plasterer,,'plæstərɚ,(名) 泥水匠；粉刷工,The plasterer who repaired our classroom ceiling worked carefully.,那位修補我們教室天花板的泥水匠工作得很仔細。,A2,adj_clause,9,common noun,Claude AI,FALSE,
10006,plastic,3,'plæstɪk,(名) 塑膠　(形) 塑膠的；可塑的,Many plastic bottles end up in the ocean and harm marine life.,許多塑膠瓶最終流入海洋，危害海洋生物。,A2,compound,12,common noun,Claude AI,FALSE,
10007,plate,1,plet,(名) 盤子；碟子,"After the meal, my mother washed every plate carefully.",吃完飯後，我媽媽仔細地清洗了每一個盤子。,A2,adv_clause,9,common noun,Claude AI,FALSE,
10008,plateau,,plæ'to,(名) 高原；平穩期,The plateau where we camped last summer had amazing views.,我們去年夏天露營的那個高原擁有絕佳的景色。,A2,adj_clause,10,common noun,Claude AI,FALSE,
10009,platform,2,'plætˌfɔrm,(名) 平台；月台　(動) 把…放在台上；發表演說,Many students use the online platform to practice English listening.,許多學生使用這個線上平台來練習英文聽力。,B1,infinitive_purpose,10,common noun,Claude AI,FALSE,
10010,platter,,'plætɚ,(名) 大淺盤；大托盤,The waiter carrying a large platter served the salad gracefully.,端著一個大托盤的服務生優雅地提供了沙拉。,B1,participial,10,common noun,Claude AI,FALSE,
10011,plausible,,'plɔzəbəl,(形) 看似真實的；合理的,The student's plausible excuse for being late was not accepted by the teacher.,這名學生看似合理的遲到理由並未被老師接受。,A2,adj_clause,13,common noun,Claude AI,FALSE,
10012,play about,,,(片) 玩耍；嬉戲,The children often play about in the park after school.,孩子們放學後經常在公園裡玩耍。,A2,simple,10,common noun,Claude AI,FALSE,
10013,play along,,,(片) 配合；假裝參與,The students decided to play along with the teacher's game.,學生們決定配合老師的遊戲。,A2,compound,10,common noun,Claude AI,FALSE,
10014,play at,,,(片) 不認真對待；敷衍,"If a student plays at studying, the exam results will disappoint.",如果學生對學習不認真，考試成績會讓人失望。,B1,conditional_1,11,common noun,Claude AI,FALSE,
10015,play away,,,(片) 客場比賽；在異地比賽,Seldom does the team play away without their best striker.,這支球隊很少在沒有最佳前鋒的情況下進行客場比賽。,B1-B2,inversion,10,common noun,Claude AI,FALSE,
10016,play back,,,(片) 回放；播放,"After recording the song, the band played back the track to check for errors.",錄完歌後，樂團回放音軌檢查錯誤。,A2,adv_clause,14,compound noun,Claude AI,FALSE,
10017,play down,,,(片) 淡化；貶低,The article that tried to play down the issue was criticized by many readers.,那篇試圖淡化問題的文章受到了許多讀者的批評。,A2,adj_clause,14,common noun,Claude AI,FALSE,
10018,play off against,,,(片) 挑撥離間；使……互相競爭,The manager tried to play off the two candidates against each other.,經理試圖挑撥兩位候選人互相對立。,A2,adv_clause,12,common noun,Claude AI,FALSE,
10019,play off,,,(片) 利用；巧妙地處理,The team played off their weaknesses to win the championship.,這支隊伍利用對手的弱點來贏得冠軍。,B1,infinitive_purpose,10,common noun,Claude AI,FALSE,
10020,play on,,,(片) 繼續比賽；利用,Seldom does the team play on such a muddy field.,這個隊伍很少在這麼泥濘的場地上比賽。,B1-B2,inversion,10,common noun,Claude AI,FALSE,
10021,play out,,,(片) 上演；展現,The drama will play out on the school stage next Friday.,這齣戲劇將在下週五於學校舞台上演。,A2,simple,11,common noun,Claude AI,FALSE,
10022,play up to,,,(片) 討好；奉承,"If the student plays up to the teacher, the grade might improve.",如果學生討好老師，成績可能會進步。,A2,adv_clause,12,common noun,Claude AI,FALSE,
10023,play up,,,(片) 誇大；強調,The loud music always plays up the excitement at school parties.,大聲的音樂總是在學校派對上誇大興奮感。,A2,compound,11,common noun,Claude AI,FALSE,
10024,play with,,,(片) 和……玩耍；玩弄,"Having played with the stray cat, the girl washed her hands carefully.",和那隻流浪貓玩過後，女孩仔細地洗了手。,B1-B2,participial_perf,12,common noun,Claude AI,FALSE,
10025,play,1,ple,(動) 玩；演奏　(名) 戲劇；遊戲,The children play soccer in the park every afternoon.,孩子們每天下午在公園踢足球。,A2,compound,9,common noun,Claude AI,FALSE,
10026,play>,,ple,(名) 戲劇；遊戲　(動) 玩；扮演,The school play will start at seven o'clock tonight.,學校的戲劇將在今晚七點開始。,A2,simple,9,common noun,Claude AI,FALSE,
10027,player,1,'pleɚ,(名) 選手；玩家,Seldom does a player show such skill in the final game.,很少有選手在決賽中展現出這樣的技巧。,B1-B2,inversion,11,common noun,Claude AI,FALSE,
10028,playful,3,'plefəl,(形) 頑皮的；愛玩的,Seldom has a playful puppy brought so much joy to the entire family.,很少有一隻頑皮的小狗能為整個家庭帶來這麼多的快樂。,B1-B2,inversion,13,common noun,Claude AI,FALSE,
10029,playground,2,'pleɪˌgraʊnd,(名) 遊樂場；操場,The new playground near the school has a large slide and swings.,學校附近的新遊樂場有一個大型溜滑梯和鞦韆。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10030,playwright,6,'pleraɪt,(名) 劇作家,"Having studied drama for years, the playwright finally finished her new script.",研究戲劇多年後，這位劇作家終於完成了她的新劇本。,B1-B2,participial_perf,12,common noun,Claude AI,FALSE,
10031,plea,5,pli,(名) 懇求；請求,The student's plea for more time was denied by the strict teacher.,這名學生請求更多時間的要求被嚴格的老師拒絕了。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10032,plead out,,,(片) 認罪協商；認罪以求減刑,The defendant who decided to plead out received a lighter sentence.,決定認罪的被告獲得了較輕的刑罰。,A2,adj_clause,11,common noun,Claude AI,FALSE,
10033,plead,5,plid,(動) 懇求；辯護,"Pleading for more time, the student asked the teacher for an extension.",懇求更多時間，這位學生向老師請求延期。,B1,participial,12,common noun,Claude AI,FALSE,
10034,pleasant,2,'plɛznt,(形) 愉快的；宜人的,The park near the school is a pleasant place for students to relax.,學校附近的公園是學生放鬆的愉快場所。,A2,adj_clause,13,common noun,Claude AI,FALSE,
10035,please,1,pliz,(動) 使高興；取悅　(副) 請,"Having pleased the teacher, the student received praise.",讓老師開心後，這位學生得到了讚美。,B1-B2,participial_perf,8,common noun,Claude AI,FALSE,
10036,pleased,,plizd,(形) 滿意的；高興的,"If the teacher were pleased with the project, the class would celebrate.",如果老師對這個專案感到滿意，全班就會慶祝。,B1,conditional_2,12,common noun,Claude AI,FALSE,
10037,pleasing,,'plizɪŋ,(形) 令人愉悅的；討人喜歡的,The pleasing aroma of freshly baked bread filled the kitchen.,剛烤好的麵包令人愉悅的香氣充滿了廚房。,A2,simple,10,common noun,Claude AI,FALSE,
10038,pleasure,1,'plɛʒɚ,(名) 樂趣；愉快,Reading books brings great pleasure to many students.,閱讀書籍為許多學生帶來極大的樂趣。,A2,compound,8,gerund,Claude AI,FALSE,
10039,pledge,5,plɛdʒ,(動) 發誓；承諾　(名) 誓言；保證,"If the student council pledged to reduce waste, the principal would support the plan.",如果學生會承諾減少浪費，校長就會支持這個計畫。,B1,conditional_2,14,common noun,Claude AI,FALSE,
10040,plentiful,4,'plɛntɪfəl,(形) 豐富的；充足的,"Having a plentiful supply of clean water, the village survived the drought.",擁有充足乾淨的水源，這個村莊度過了乾旱。,B1-B2,participial_perf,12,common noun,Claude AI,FALSE,
10041,plenty of,,,(片) 大量的；充足的,Many students bring plenty of snacks to share during class parties.,許多學生帶大量的零食在班級聚會時分享。,B1,infinitive_purpose,11,common noun,Claude AI,FALSE,
10042,plenty,3,'plɛnti,(代) 充足；大量　(形) 許多的；足夠的,Students have plenty of time to finish the project before the deadline.,學生們有充足的時間在截止日期前完成專題。,A2,compound,12,common noun,Claude AI,FALSE,
10043,pliable,,'plaɪəbəl,(形) 柔軟的；易彎的,The pliable wire can be easily bent into any shape.,這條柔軟的電線可以輕易彎成任何形狀。,A2,adj_clause,10,common noun,Claude AI,FALSE,
10044,pliant,,'plaɪənt,(形) 柔韌的；易彎的,The pliant bamboo swayed gently in the strong wind without breaking.,柔韌的竹子在強風中輕輕搖擺而不折斷。,A2,compound,11,common noun,Claude AI,FALSE,
10045,plier,,'plaɪɚ,(名) 鉗子；老虎鉗,The student used a plier to bend the wire for the art project.,這位學生使用鉗子來彎曲鐵絲，以完成美術作業。,B1,infinitive_purpose,13,common noun,Claude AI,FALSE,
10046,pliers,,'plaɪɚz,(名) 鉗子,"After the teacher showed how to use pliers, everyone tried bending the wire.",老師示範如何使用鉗子後，每個人都嘗試彎曲鐵絲。,A2,adv_clause,13,common noun,Claude AI,FALSE,
10047,plight,,plaɪt,(名) 困境；苦境,The plight of stray animals often moves students to volunteer at shelters.,流浪動物的困境常促使學生們在收容所做志工。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10048,plighter,,'plaɪtɚ,(名) 駁船船夫,"When the storm came, the plighter struggled to keep the ship safe.",當暴風雨來臨時，駁船船夫努力確保船隻安全。,A2,adv_clause,12,common noun,Claude AI,FALSE,
10049,ploar,,'polɚ,(形) 北極的；極地的　(名) 極地；北極熊,The polar bear walks slowly on the ice.,北極熊在冰上緩慢行走。,A2,simple,8,common noun,Claude AI,FALSE,
10050,plogging,,'plɑgɪŋ,(動) 慢跑撿垃圾,"When plogging in the park, students collect trash while jogging.",在公園慢跑撿垃圾時，學生邊慢跑邊收集垃圾。,A2,adv_clause,10,common noun,Claude AI,FALSE,
10051,plot,4,plɑt,(名) 情節；陰謀　(動) 策劃；繪製,"Plotting his next novel, the author sat quietly in the library.",正在策劃他的下一部小說，那位作者安靜地坐在圖書館裡。,B1,participial,11,common noun,Claude AI,FALSE,
10052,plough back,,,(片) 再投資；把　(利潤) 用於再投資,"Having ploughed back the profits, the company expanded its research facilities.",將利潤再投資後，該公司擴大了其研究設施。,B1-B2,participial_perf,11,common noun,Claude AI,FALSE,
10053,plough into,,,(片) 翻掘；猛撞；投入,The gardener used a shovel to plough into the hard soil.,園丁用鏟子翻掘堅硬的土壤。,B1,infinitive_purpose,11,common noun,Claude AI,FALSE,
10054,plough on,,,(片) 堅持；繼續努力,Many students plough on with their studies to achieve high scores.,許多學生為了取得高分而堅持學習。,B1,infinitive_purpose,11,common noun,Claude AI,FALSE,
10055,plough through,,,(片) 費力地閱讀；艱難地完成,The student who had to plough through ten chapters felt exhausted.,那個必須苦讀十個章節的學生感到筋疲力竭。,A2,adj_clause,11,common noun,Claude AI,FALSE,
10056,plough up,,,(片) 翻土；犁起,Farmers plough up the field before planting rice seedlings.,農夫在插秧前會翻土整地。,A2,simple,9,common noun,Claude AI,FALSE,
10057,plow,6,plaʊ,(名) 犁　(動) 犁地；耕,The farmer used a plow to turn over the soil before planting.,農夫在種植前用犁翻土。,A2,adj_clause,12,common noun,Claude AI,FALSE,
10058,ploy,,plɔɪ,(名) 策略；計謀,The students saw through the teacher's ploy to surprise them with a pop quiz.,學生們看穿了老師想用隨堂考給他們驚喜的策略。,A2,compound,14,common noun,Claude AI,FALSE,
10059,pluck at,,,(片) 拉扯；撥弄,Never did the old man pluck at his daughter's sleeve.,那位老人從未拉扯他女兒的袖子。,B1-B2,inversion,10,common noun,Claude AI,FALSE,
